journal	year	corpus	n_matches	n_articles
Zeitschrift für Theologie und Kirche	2009	bekker	1	1
Zeitschrift für Theologie und Kirche	2009	stephanus	5	1
Zeitschrift für Theologie und Kirche	2010	ambiguous	88	9
Zeitschrift für Theologie und Kirche	2010	bekker	3	2
Zeitschrift für Theologie und Kirche	2010	nt	3	1
Zeitschrift für Theologie und Kirche	2010	stephanus	17	4
Zeitschrift für Theologie und Kirche	2011	ambiguous	15	4
Zeitschrift für Theologie und Kirche	2011	nt	1	1
Zeitschrift für Theologie und Kirche	2011	stephanus	3	3
Zeitschrift für Theologie und Kirche	2012	ambiguous	25	10
Zeitschrift für Theologie und Kirche	2012	bekker	1	1
Zeitschrift für Theologie und Kirche	2012	nt	4	2
Zeitschrift für Theologie und Kirche	2012	stephanus	8	5
Zeitschrift für Theologie und Kirche	2013	ambiguous	17	7
Zeitschrift für Theologie und Kirche	2013	bekker	3	1
Zeitschrift für Theologie und Kirche	2013	nt	3	2
Zeitschrift für Theologie und Kirche	2013	stephanus	3	2
Zeitschrift für Theologie und Kirche	2014	ambiguous	41	8
Zeitschrift für Theologie und Kirche	2014	bekker	4	1
Zeitschrift für Theologie und Kirche	2014	nt	5	3
Zeitschrift für Theologie und Kirche	2014	stephanus	5	4
Zeitschrift für Theologie und Kirche	2015	ambiguous	45	7
Zeitschrift für Theologie und Kirche	2015	bekker	6	1
Zeitschrift für Theologie und Kirche	2015	nt	7	3
Zeitschrift für Theologie und Kirche	2015	stephanus	4	4
Zeitschrift für Theologie und Kirche	2016	ambiguous	10	5
Zeitschrift für Theologie und Kirche	2017	ambiguous	22	10
Zeitschrift für Theologie und Kirche	2017	nt	3	2
Zeitschrift für Theologie und Kirche	2018	ambiguous	29	8
Zeitschrift für Theologie und Kirche	2018	bekker	1	1
Zeitschrift für Theologie und Kirche	2018	nt	4	1
Zeitschrift für Theologie und Kirche	2018	stephanus	12	2
Zeitschrift für Theologie und Kirche	2019	ambiguous	67	3
Zeitschrift für Theologie und Kirche	2019	bekker	3	2
Zeitschrift für Theologie und Kirche	2019	stephanus	5	2
Zeitschrift für Theologie und Kirche	2020	ambiguous	52	9
Zeitschrift für Theologie und Kirche	2020	bekker	2	1
Zeitschrift für Theologie und Kirche	2020	homer	1	1
Zeitschrift für Theologie und Kirche	2020	nt	2	2
Zeitschrift für Theologie und Kirche	2020	stephanus	16	2
Zeitschrift für katholische Theologie	1877	ambiguous	4	4
Zeitschrift für katholische Theologie	1877	homer	1	1
Zeitschrift für katholische Theologie	1877	stephanus	2	2
Zeitschrift für katholische Theologie	1878	ambiguous	6	5
Zeitschrift für katholische Theologie	1878	stephanus	1	1
Zeitschrift für katholische Theologie	1879	stephanus	1	1
Zeitschrift für katholische Theologie	1880	ambiguous	25	7
Zeitschrift für katholische Theologie	1880	stephanus	3	3
Zeitschrift für katholische Theologie	1881	ambiguous	4	4
Zeitschrift für katholische Theologie	1881	stephanus	1	1
Zeitschrift für katholische Theologie	1882	ambiguous	12	4
Zeitschrift für katholische Theologie	1882	stephanus	6	3
Zeitschrift für katholische Theologie	1883	ambiguous	4	4
Zeitschrift für katholische Theologie	1883	stephanus	1	1
Zeitschrift für katholische Theologie	1884	ambiguous	7	6
Zeitschrift für katholische Theologie	1884	bekker	1	1
Zeitschrift für katholische Theologie	1884	stephanus	6	2
Zeitschrift für katholische Theologie	1885	ambiguous	10	9
Zeitschrift für katholische Theologie	1885	homer	2	2
Zeitschrift für katholische Theologie	1885	stephanus	1	1
Zeitschrift für katholische Theologie	1886	ambiguous	36	7
Zeitschrift für katholische Theologie	1886	homer	1	1
Zeitschrift für katholische Theologie	1886	stephanus	3	3
Zeitschrift für katholische Theologie	1887	ambiguous	2	2
Zeitschrift für katholische Theologie	1887	stephanus	2	2
Zeitschrift für katholische Theologie	1888	ambiguous	4	3
Zeitschrift für katholische Theologie	1888	homer	1	1
Zeitschrift für katholische Theologie	1888	stephanus	2	2
Zeitschrift für katholische Theologie	1889	ambiguous	10	3
Zeitschrift für katholische Theologie	1889	stephanus	1	1
Zeitschrift für katholische Theologie	1890	ambiguous	20	6
Zeitschrift für katholische Theologie	1890	stephanus	4	4
Zeitschrift für katholische Theologie	1891	ambiguous	4	3
Zeitschrift für katholische Theologie	1891	stephanus	2	2
Zeitschrift für katholische Theologie	1892	ambiguous	75	5
Zeitschrift für katholische Theologie	1892	homer	2	2
Zeitschrift für katholische Theologie	1892	stephanus	5	2
Zeitschrift für katholische Theologie	1893	ambiguous	12	2
Zeitschrift für katholische Theologie	1893	homer	2	2
Zeitschrift für katholische Theologie	1893	stephanus	1	1
Zeitschrift für katholische Theologie	1894	ambiguous	7	6
Zeitschrift für katholische Theologie	1894	bekker	1	1
Zeitschrift für katholische Theologie	1894	stephanus	5	3
Zeitschrift für katholische Theologie	1895	ambiguous	13	10
Zeitschrift für katholische Theologie	1895	stephanus	10	6
Zeitschrift für katholische Theologie	1896	ambiguous	40	14
Zeitschrift für katholische Theologie	1896	homer	1	1
Zeitschrift für katholische Theologie	1896	stephanus	5	5
Zeitschrift für katholische Theologie	1897	ambiguous	10	8
Zeitschrift für katholische Theologie	1897	homer	3	3
Zeitschrift für katholische Theologie	1897	stephanus	1	1
Zeitschrift für katholische Theologie	1898	ambiguous	22	11
Zeitschrift für katholische Theologie	1898	homer	3	2
Zeitschrift für katholische Theologie	1898	stephanus	5	4
Zeitschrift für katholische Theologie	1899	ambiguous	9	8
Zeitschrift für katholische Theologie	1899	homer	6	2
Zeitschrift für katholische Theologie	1899	stephanus	3	3
Zeitschrift für katholische Theologie	1900	ambiguous	29	12
Zeitschrift für katholische Theologie	1900	stephanus	3	2
Zeitschrift für katholische Theologie	1901	ambiguous	38	11
Zeitschrift für katholische Theologie	1901	homer	1	1
Zeitschrift für katholische Theologie	1901	stephanus	7	6
Zeitschrift für katholische Theologie	1902	ambiguous	18	10
Zeitschrift für katholische Theologie	1902	homer	1	1
Zeitschrift für katholische Theologie	1902	stephanus	5	5
Zeitschrift für katholische Theologie	1903	ambiguous	31	8
Zeitschrift für katholische Theologie	1903	bekker	13	2
Zeitschrift für katholische Theologie	1903	homer	1	1
Zeitschrift für katholische Theologie	1903	stephanus	20	5
Zeitschrift für katholische Theologie	1904	ambiguous	56	14
Zeitschrift für katholische Theologie	1904	bekker	5	3
Zeitschrift für katholische Theologie	1904	homer	1	1
Zeitschrift für katholische Theologie	1904	stephanus	38	7
Zeitschrift für katholische Theologie	1905	ambiguous	45	14
Zeitschrift für katholische Theologie	1905	pindar	1	1
Zeitschrift für katholische Theologie	1905	stephanus	6	4
Zeitschrift für katholische Theologie	1906	ambiguous	27	9
Zeitschrift für katholische Theologie	1906	bekker	2	1
Zeitschrift für katholische Theologie	1906	homer	6	3
Zeitschrift für katholische Theologie	1906	stephanus	14	8
Zeitschrift für katholische Theologie	1907	ambiguous	20	9
Zeitschrift für katholische Theologie	1907	stephanus	3	3
Zeitschrift für katholische Theologie	1908	ambiguous	23	11
Zeitschrift für katholische Theologie	1908	bekker	2	2
Zeitschrift für katholische Theologie	1908	homer	2	1
Zeitschrift für katholische Theologie	1908	stephanus	2	2
Zeitschrift für katholische Theologie	1909	ambiguous	32	10
Zeitschrift für katholische Theologie	1909	homer	3	3
Zeitschrift für katholische Theologie	1909	stephanus	8	6
Zeitschrift für katholische Theologie	1910	ambiguous	63	14
Zeitschrift für katholische Theologie	1910	stephanus	7	3
Zeitschrift für katholische Theologie	1911	ambiguous	68	17
Zeitschrift für katholische Theologie	1911	stephanus	28	9
Zeitschrift für katholische Theologie	1912	ambiguous	42	13
Zeitschrift für katholische Theologie	1912	stephanus	10	6
Zeitschrift für katholische Theologie	1913	ambiguous	52	11
Zeitschrift für katholische Theologie	1913	stephanus	7	5
Zeitschrift für katholische Theologie	1914	ambiguous	47	13
Zeitschrift für katholische Theologie	1914	bekker	28	3
Zeitschrift für katholische Theologie	1914	homer	1	1
Zeitschrift für katholische Theologie	1914	stephanus	23	7
Zeitschrift für katholische Theologie	1915	ambiguous	27	11
Zeitschrift für katholische Theologie	1915	bekker	2	2
Zeitschrift für katholische Theologie	1915	stephanus	4	2
Zeitschrift für katholische Theologie	1916	ambiguous	42	12
Zeitschrift für katholische Theologie	1916	bekker	1	1
Zeitschrift für katholische Theologie	1916	stephanus	1	1
Zeitschrift für katholische Theologie	1917	ambiguous	12	5
Zeitschrift für katholische Theologie	1917	stephanus	5	4
Zeitschrift für katholische Theologie	1918	ambiguous	24	10
Zeitschrift für katholische Theologie	1918	stephanus	9	5
Zeitschrift für katholische Theologie	1919	ambiguous	80	15
Zeitschrift für katholische Theologie	1919	bekker	11	5
Zeitschrift für katholische Theologie	1919	stephanus	72	11
Zeitschrift für katholische Theologie	1920	ambiguous	33	10
Zeitschrift für katholische Theologie	1920	bekker	4	2
Zeitschrift für katholische Theologie	1920	stephanus	13	4
Zeitschrift für katholische Theologie	1921	ambiguous	47	9
Zeitschrift für katholische Theologie	1921	bekker	5	2
Zeitschrift für katholische Theologie	1921	stephanus	21	5
Zeitschrift für katholische Theologie	1922	ambiguous	76	12
Zeitschrift für katholische Theologie	1922	bekker	17	3
Zeitschrift für katholische Theologie	1922	homer	1	1
Zeitschrift für katholische Theologie	1922	stephanus	20	6
Zeitschrift für katholische Theologie	1923	ambiguous	26	11
Zeitschrift für katholische Theologie	1923	bekker	8	4
Zeitschrift für katholische Theologie	1923	stephanus	7	5
Zeitschrift für katholische Theologie	1924	ambiguous	12	5
Zeitschrift für katholische Theologie	1924	bekker	2	1
Zeitschrift für katholische Theologie	1924	stephanus	4	3
Zeitschrift für katholische Theologie	1925	ambiguous	8	4
Zeitschrift für katholische Theologie	1925	bekker	1	1
Zeitschrift für katholische Theologie	1925	stephanus	11	4
Zeitschrift für katholische Theologie	1926	ambiguous	13	5
Zeitschrift für katholische Theologie	1926	stephanus	1	1
Zeitschrift für katholische Theologie	1927	ambiguous	6	5
Zeitschrift für katholische Theologie	1928	ambiguous	16	7
Zeitschrift für katholische Theologie	1928	stephanus	6	4
Zeitschrift für katholische Theologie	1929	ambiguous	15	7
Zeitschrift für katholische Theologie	1929	bekker	2	2
Zeitschrift für katholische Theologie	1929	stephanus	4	4
Zeitschrift für katholische Theologie	1930	ambiguous	7	6
Zeitschrift für katholische Theologie	1930	stephanus	4	2
Zeitschrift für katholische Theologie	1931	ambiguous	8	3
Zeitschrift für katholische Theologie	1931	bekker	2	2
Zeitschrift für katholische Theologie	1931	homer	4	2
Zeitschrift für katholische Theologie	1931	stephanus	2	1
Zeitschrift für katholische Theologie	1932	ambiguous	19	7
Zeitschrift für katholische Theologie	1932	stephanus	12	9
Zeitschrift für katholische Theologie	1933	ambiguous	8	5
Zeitschrift für katholische Theologie	1933	bekker	2	1
Zeitschrift für katholische Theologie	1933	stephanus	8	4
Zeitschrift für katholische Theologie	1934	ambiguous	21	8
Zeitschrift für katholische Theologie	1934	bekker	1	1
Zeitschrift für katholische Theologie	1934	stephanus	28	4
Zeitschrift für katholische Theologie	1935	ambiguous	86	10
Zeitschrift für katholische Theologie	1935	bekker	37	3
Zeitschrift für katholische Theologie	1935	stephanus	72	8
Zeitschrift für katholische Theologie	1936	ambiguous	61	11
Zeitschrift für katholische Theologie	1936	stephanus	13	4
Zeitschrift für katholische Theologie	1937	ambiguous	49	5
Zeitschrift für katholische Theologie	1937	stephanus	23	3
Zeitschrift für katholische Theologie	1938	ambiguous	22	5
Zeitschrift für katholische Theologie	1938	bekker	3	3
Zeitschrift für katholische Theologie	1938	stephanus	8	3
Zeitschrift für katholische Theologie	1939	ambiguous	21	7
Zeitschrift für katholische Theologie	1939	bekker	9	2
Zeitschrift für katholische Theologie	1939	stephanus	8	4
Zeitschrift für katholische Theologie	1940	ambiguous	12	5
Zeitschrift für katholische Theologie	1941	ambiguous	9	1
Zeitschrift für katholische Theologie	1941	bekker	1	1
Zeitschrift für katholische Theologie	1941	stephanus	1	1
Zeitschrift für katholische Theologie	1942	ambiguous	5	2
Zeitschrift für katholische Theologie	1942	bekker	1	1
Zeitschrift für katholische Theologie	1942	stephanus	7	2
Zeitschrift für katholische Theologie	1943	ambiguous	6	2
Zeitschrift für katholische Theologie	1943	bekker	4	2
Zeitschrift für katholische Theologie	1943	stephanus	1	1
Zeitschrift für katholische Theologie	1947	ambiguous	2	1
Zeitschrift für katholische Theologie	1947	homer	1	1
Zeitschrift für katholische Theologie	1948	ambiguous	15	5
Zeitschrift für katholische Theologie	1948	bekker	6	4
Zeitschrift für katholische Theologie	1948	stephanus	15	5
Zeitschrift für katholische Theologie	1949	ambiguous	8	3
Zeitschrift für katholische Theologie	1949	bekker	1	1
Zeitschrift für katholische Theologie	1949	stephanus	5	3
Zeitschrift für katholische Theologie	1950	ambiguous	114	13
Zeitschrift für katholische Theologie	1950	bekker	1	1
Zeitschrift für katholische Theologie	1950	homer	1	1
Zeitschrift für katholische Theologie	1950	stephanus	8	4
Zeitschrift für katholische Theologie	1951	ambiguous	34	11
Zeitschrift für katholische Theologie	1951	bekker	19	2
Zeitschrift für katholische Theologie	1951	stephanus	12	2
Zeitschrift für katholische Theologie	1952	ambiguous	31	9
Zeitschrift für katholische Theologie	1952	homer	1	1
Zeitschrift für katholische Theologie	1952	stephanus	1	1
Zeitschrift für katholische Theologie	1953	ambiguous	77	11
Zeitschrift für katholische Theologie	1953	stephanus	27	4
Zeitschrift für katholische Theologie	1954	ambiguous	35	7
Zeitschrift für katholische Theologie	1954	bekker	2	2
Zeitschrift für katholische Theologie	1954	stephanus	2	2
Zeitschrift für katholische Theologie	1955	ambiguous	37	8
Zeitschrift für katholische Theologie	1955	homer	1	1
Zeitschrift für katholische Theologie	1955	stephanus	2	2
Zeitschrift für katholische Theologie	1956	ambiguous	35	7
Zeitschrift für katholische Theologie	1956	stephanus	3	2
Zeitschrift für katholische Theologie	1957	ambiguous	45	6
Zeitschrift für katholische Theologie	1957	bekker	3	2
Zeitschrift für katholische Theologie	1957	homer	1	1
Zeitschrift für katholische Theologie	1957	stephanus	25	3
Zeitschrift für katholische Theologie	1958	ambiguous	155	7
Zeitschrift für katholische Theologie	1958	bekker	2	1
Zeitschrift für katholische Theologie	1958	homer	1	1
Zeitschrift für katholische Theologie	1958	stephanus	3	3
Zeitschrift für katholische Theologie	1959	ambiguous	105	8
Zeitschrift für katholische Theologie	1959	bekker	8	5
Zeitschrift für katholische Theologie	1959	stephanus	142	6
Zeitschrift für katholische Theologie	1960	ambiguous	22	7
Zeitschrift für katholische Theologie	1960	bekker	12	5
Zeitschrift für katholische Theologie	1960	stephanus	12	5
Zeitschrift für katholische Theologie	1961	ambiguous	55	11
Zeitschrift für katholische Theologie	1961	bekker	2	2
Zeitschrift für katholische Theologie	1961	stephanus	5	1
Zeitschrift für katholische Theologie	1962	ambiguous	29	6
Zeitschrift für katholische Theologie	1962	bekker	4	2
Zeitschrift für katholische Theologie	1962	stephanus	13	5
Zeitschrift für katholische Theologie	1963	ambiguous	71	12
Zeitschrift für katholische Theologie	1963	bekker	1	1
Zeitschrift für katholische Theologie	1963	stephanus	3	1
Zeitschrift für katholische Theologie	1964	ambiguous	17	6
Zeitschrift für katholische Theologie	1964	homer	1	1
Zeitschrift für katholische Theologie	1964	stephanus	3	2
Zeitschrift für katholische Theologie	1965	ambiguous	129	10
Zeitschrift für katholische Theologie	1965	bekker	8	3
Zeitschrift für katholische Theologie	1965	stephanus	84	6
Zeitschrift für katholische Theologie	1966	ambiguous	12	5
Zeitschrift für katholische Theologie	1966	stephanus	1	1
Zeitschrift für katholische Theologie	1967	ambiguous	6	3
Zeitschrift für katholische Theologie	1967	stephanus	4	2
Zeitschrift für katholische Theologie	1968	ambiguous	24	8
Zeitschrift für katholische Theologie	1968	bekker	10	1
Zeitschrift für katholische Theologie	1968	stephanus	2	2
Zeitschrift für katholische Theologie	1969	ambiguous	98	13
Zeitschrift für katholische Theologie	1969	bekker	7	2
Zeitschrift für katholische Theologie	1969	stephanus	16	6
Zeitschrift für katholische Theologie	1970	ambiguous	13	5
Zeitschrift für katholische Theologie	1970	bekker	1	1
Zeitschrift für katholische Theologie	1970	stephanus	3	1
Zeitschrift für katholische Theologie	1971	ambiguous	33	8
Zeitschrift für katholische Theologie	1971	stephanus	4	4
Zeitschrift für katholische Theologie	1972	ambiguous	53	10
Zeitschrift für katholische Theologie	1972	bekker	22	2
Zeitschrift für katholische Theologie	1972	stephanus	3	2
Zeitschrift für katholische Theologie	1973	ambiguous	6	5
Zeitschrift für katholische Theologie	1973	bekker	6	1
Zeitschrift für katholische Theologie	1973	stephanus	2	2
Zeitschrift für katholische Theologie	1974	ambiguous	20	8
Zeitschrift für katholische Theologie	1974	bekker	2	2
Zeitschrift für katholische Theologie	1974	stephanus	5	2
Zeitschrift für katholische Theologie	1975	ambiguous	2	2
Zeitschrift für katholische Theologie	1975	stephanus	7	2
Zeitschrift für katholische Theologie	1976	ambiguous	9	3
Zeitschrift für katholische Theologie	1976	stephanus	1	1
Zeitschrift für katholische Theologie	1977	ambiguous	4	3
Zeitschrift für katholische Theologie	1977	bekker	1	1
Zeitschrift für katholische Theologie	1977	stephanus	2	2
Zeitschrift für katholische Theologie	1978	ambiguous	10	9
Zeitschrift für katholische Theologie	1978	stephanus	3	3
Zeitschrift für katholische Theologie	1979	ambiguous	28	5
Zeitschrift für katholische Theologie	1979	bekker	6	2
Zeitschrift für katholische Theologie	1979	homer	1	1
Zeitschrift für katholische Theologie	1979	stephanus	3	2
Zeitschrift für katholische Theologie	1980	ambiguous	6	4
Zeitschrift für katholische Theologie	1981	ambiguous	19	6
Zeitschrift für katholische Theologie	1981	bekker	3	1
Zeitschrift für katholische Theologie	1981	stephanus	8	1
Zeitschrift für katholische Theologie	1982	ambiguous	51	8
Zeitschrift für katholische Theologie	1982	bekker	7	2
Zeitschrift für katholische Theologie	1982	stephanus	28	3
Zeitschrift für katholische Theologie	1983	ambiguous	79	11
Zeitschrift für katholische Theologie	1983	bekker	27	5
Zeitschrift für katholische Theologie	1983	stephanus	58	4
Zeitschrift für katholische Theologie	1984	ambiguous	34	8
Zeitschrift für katholische Theologie	1984	bekker	2	1
Zeitschrift für katholische Theologie	1984	homer	2	1
Zeitschrift für katholische Theologie	1984	stephanus	9	3
Zeitschrift für katholische Theologie	1985	ambiguous	19	7
Zeitschrift für katholische Theologie	1985	nt	1	1
Zeitschrift für katholische Theologie	1985	stephanus	3	1
Zeitschrift für katholische Theologie	1986	ambiguous	29	12
Zeitschrift für katholische Theologie	1986	stephanus	10	5
Zeitschrift für katholische Theologie	1987	ambiguous	7	5
