journal	year	corpus	n_matches	n_articles
Religious Studies	2016	ambiguous	2	2
Religious Studies	2016	bekker	40	7
Religious Studies	2016	nt	8	3
Religious Studies	2016	stephanus	5	2
Religious Studies	2017	ambiguous	2	2
Religious Studies	2017	bekker	59	7
Religious Studies	2017	nt	19	5
Religious Studies	2017	stephanus	5	3
Religious Studies	2020	ambiguous	1	1
Religious Studies	2020	bekker	53	7
Religious Studies	2020	nt	2	1
Revue Internationale de Philosophie	1938	stephanus	2	2
Revue Internationale de Philosophie	1939	ambiguous	1	1
Revue Internationale de Philosophie	1939	bekker	1	1
Revue Internationale de Philosophie	1939	stephanus	10	5
Revue Internationale de Philosophie	1948	stephanus	1	1
Revue Internationale de Philosophie	1949	ambiguous	2	2
Revue Internationale de Philosophie	1949	homer	1	1
Revue Internationale de Philosophie	1949	stephanus	28	8
Revue Internationale de Philosophie	1950	ambiguous	7	2
Revue Internationale de Philosophie	1950	stephanus	12	6
Revue Internationale de Philosophie	1951	ambiguous	2	2
Revue Internationale de Philosophie	1951	stephanus	7	4
Revue Internationale de Philosophie	1952	ambiguous	1	1
Revue Internationale de Philosophie	1952	stephanus	9	6
Revue Internationale de Philosophie	1953	ambiguous	9	2
Revue Internationale de Philosophie	1953	homer	1	1
Revue Internationale de Philosophie	1953	stephanus	16	6
Revue Internationale de Philosophie	1954	ambiguous	2	2
Revue Internationale de Philosophie	1954	stephanus	15	4
Revue Internationale de Philosophie	1955	ambiguous	88	7
Revue Internationale de Philosophie	1955	bekker	7	4
Revue Internationale de Philosophie	1955	stephanus	116	8
Revue Internationale de Philosophie	1956	ambiguous	8	4
Revue Internationale de Philosophie	1956	bekker	5	1
Revue Internationale de Philosophie	1956	homer	1	1
Revue Internationale de Philosophie	1956	stephanus	35	4
Revue Internationale de Philosophie	1957	ambiguous	17	8
Revue Internationale de Philosophie	1957	bekker	10	3
Revue Internationale de Philosophie	1957	stephanus	29	7
Revue Internationale de Philosophie	1958	ambiguous	2	1
Revue Internationale de Philosophie	1958	homer	2	2
Revue Internationale de Philosophie	1958	stephanus	37	6
Revue Internationale de Philosophie	1959	homer	2	2
Revue Internationale de Philosophie	1959	stephanus	30	4
Revue Internationale de Philosophie	1960	ambiguous	2	2
Revue Internationale de Philosophie	1960	stephanus	26	7
Revue Internationale de Philosophie	1961	ambiguous	1	1
Revue Internationale de Philosophie	1961	stephanus	30	4
Revue Internationale de Philosophie	1962	ambiguous	1	1
Revue Internationale de Philosophie	1962	homer	1	1
Revue Internationale de Philosophie	1962	stephanus	47	6
Revue Internationale de Philosophie	1963	ambiguous	1	1
Revue Internationale de Philosophie	1963	homer	1	1
Revue Internationale de Philosophie	1963	stephanus	41	9
Revue Internationale de Philosophie	1964	homer	1	1
Revue Internationale de Philosophie	1964	stephanus	41	7
Revue Internationale de Philosophie	1965	ambiguous	5	2
Revue Internationale de Philosophie	1965	homer	1	1
Revue Internationale de Philosophie	1965	stephanus	42	6
Revue Internationale de Philosophie	1966	homer	1	1
Revue Internationale de Philosophie	1966	stephanus	46	8
Revue Internationale de Philosophie	1967	ambiguous	5	2
Revue Internationale de Philosophie	1967	stephanus	40	4
Revue Internationale de Philosophie	1968	ambiguous	1	1
Revue Internationale de Philosophie	1968	homer	1	1
Revue Internationale de Philosophie	1968	stephanus	21	5
Revue Internationale de Philosophie	1969	ambiguous	16	2
Revue Internationale de Philosophie	1969	bekker	9	2
Revue Internationale de Philosophie	1969	stephanus	37	7
Revue Internationale de Philosophie	1970	ambiguous	36	7
Revue Internationale de Philosophie	1970	bekker	9	2
Revue Internationale de Philosophie	1970	stephanus	25	6
Revue Internationale de Philosophie	1971	ambiguous	2	2
Revue Internationale de Philosophie	1971	stephanus	8	5
Revue Internationale de Philosophie	1972	ambiguous	7	6
Revue Internationale de Philosophie	1972	homer	1	1
Revue Internationale de Philosophie	1972	stephanus	11	7
Revue Internationale de Philosophie	1973	ambiguous	3	2
Revue Internationale de Philosophie	1973	homer	1	1
Revue Internationale de Philosophie	1973	stephanus	21	10
Revue Internationale de Philosophie	1974	ambiguous	2	1
Revue Internationale de Philosophie	1974	bekker	2	2
Revue Internationale de Philosophie	1974	stephanus	34	8
Revue Internationale de Philosophie	1975	ambiguous	8	4
Revue Internationale de Philosophie	1975	bekker	2	1
Revue Internationale de Philosophie	1975	stephanus	21	7
Revue Internationale de Philosophie	1976	ambiguous	3	3
Revue Internationale de Philosophie	1976	bekker	16	6
Revue Internationale de Philosophie	1976	stephanus	5	4
Revue Internationale de Philosophie	1977	ambiguous	2	2
Revue Internationale de Philosophie	1977	stephanus	30	7
Revue Internationale de Philosophie	1978	ambiguous	3	2
Revue Internationale de Philosophie	1978	stephanus	21	11
Revue Internationale de Philosophie	1979	ambiguous	5	3
Revue Internationale de Philosophie	1979	bekker	14	3
Revue Internationale de Philosophie	1979	stephanus	20	6
Revue Internationale de Philosophie	1980	ambiguous	210	8
Revue Internationale de Philosophie	1980	bekker	112	11
Revue Internationale de Philosophie	1980	stephanus	11	6
Revue Internationale de Philosophie	1981	ambiguous	2	2
Revue Internationale de Philosophie	1981	stephanus	2	2
Revue Internationale de Philosophie	1982	ambiguous	11	2
Revue Internationale de Philosophie	1982	bekker	39	3
Revue Internationale de Philosophie	1982	stephanus	1	1
Revue Internationale de Philosophie	1983	bekker	77	4
Revue Internationale de Philosophie	1983	stephanus	9	3
Revue Internationale de Philosophie	1984	ambiguous	5	1
Revue Internationale de Philosophie	1984	stephanus	11	6
Revue Internationale de Philosophie	1985	ambiguous	31	4
Revue Internationale de Philosophie	1985	bekker	14	2
Revue Internationale de Philosophie	1985	stephanus	5	3
Revue Internationale de Philosophie	1986	ambiguous	262	14
Revue Internationale de Philosophie	1986	bekker	12	4
Revue Internationale de Philosophie	1986	stephanus	286	14
Revue Internationale de Philosophie	1987	ambiguous	2	2
Revue Internationale de Philosophie	1987	bekker	33	2
Revue Internationale de Philosophie	1987	stephanus	1	1
Revue Internationale de Philosophie	1988	ambiguous	1	1
Revue Internationale de Philosophie	1988	bekker	22	2
Revue Internationale de Philosophie	1989	ambiguous	3	2
Revue Internationale de Philosophie	1989	bekker	13	3
Revue Internationale de Philosophie	1989	stephanus	10	4
Revue Internationale de Philosophie	1990	ambiguous	1	1
Revue Internationale de Philosophie	1990	bekker	25	4
Revue Internationale de Philosophie	1990	stephanus	3	2
Revue Internationale de Philosophie	1991	ambiguous	17	5
Revue Internationale de Philosophie	1991	bekker	20	3
Revue Internationale de Philosophie	1991	homer	1	1
Revue Internationale de Philosophie	1991	stephanus	5	5
Revue Internationale de Philosophie	1992	ambiguous	7	5
Revue Internationale de Philosophie	1992	bekker	11	5
Revue Internationale de Philosophie	1992	stephanus	9	3
Revue Internationale de Philosophie	1993	ambiguous	212	4
Revue Internationale de Philosophie	1993	bekker	57	7
Revue Internationale de Philosophie	1993	stephanus	46	4
Revue Internationale de Philosophie	1994	ambiguous	1	1
Revue Internationale de Philosophie	1994	bekker	2	1
Revue Internationale de Philosophie	1994	stephanus	10	3
Revue Internationale de Philosophie	1995	ambiguous	15	1
Revue Internationale de Philosophie	1995	bekker	5	1
Revue Internationale de Philosophie	1995	stephanus	21	2
Revue Internationale de Philosophie	1996	ambiguous	5	4
Revue Internationale de Philosophie	1996	bekker	9	3
Revue Internationale de Philosophie	1996	stephanus	5	4
Revue Internationale de Philosophie	1997	ambiguous	97	8
Revue Internationale de Philosophie	1997	bekker	128	8
Revue Internationale de Philosophie	1997	stephanus	6	2
Revue Internationale de Philosophie	1998	ambiguous	57	6
Revue Internationale de Philosophie	1998	bekker	4	3
Revue Internationale de Philosophie	1998	homer	1	1
Revue Internationale de Philosophie	1998	stephanus	130	7
Revue Internationale de Philosophie	1999	ambiguous	5	2
Revue Internationale de Philosophie	1999	bekker	18	5
Revue Internationale de Philosophie	1999	stephanus	5	3
Revue Internationale de Philosophie	2000	ambiguous	1	1
Revue Internationale de Philosophie	2000	bekker	43	2
Revue Internationale de Philosophie	2000	nt	1	1
Revue Internationale de Philosophie	2000	stephanus	7	2
Revue Internationale de Philosophie	2001	ambiguous	1	1
Revue Internationale de Philosophie	2001	bekker	56	6
Revue Internationale de Philosophie	2001	stephanus	5	1
Revue Internationale de Philosophie	2003	ambiguous	3	2
Revue Internationale de Philosophie	2003	stephanus	2	2
Revue Internationale de Philosophie	2004	ambiguous	1	1
Revue Internationale de Philosophie	2004	bekker	54	7
Revue Internationale de Philosophie	2005	ambiguous	1	1
Revue Internationale de Philosophie	2005	bekker	26	3
Revue Internationale de Philosophie	2005	stephanus	2	2
Revue Internationale de Philosophie	2006	ambiguous	10	3
Revue Internationale de Philosophie	2006	bekker	38	7
Revue Internationale de Philosophie	2007	ambiguous	2	1
Revue Internationale de Philosophie	2007	bekker	7	2
Revue Internationale de Philosophie	2007	nt	1	1
Revue Internationale de Philosophie	2007	stephanus	38	3
Revue Internationale de Philosophie	2008	ambiguous	10	3
Revue Internationale de Philosophie	2008	bekker	24	4
Revue Internationale de Philosophie	2008	stephanus	3	2
Revue Internationale de Philosophie	2009	ambiguous	15	4
Revue Internationale de Philosophie	2009	bekker	24	3
Revue Internationale de Philosophie	2009	stephanus	6	4
Revue Internationale de Philosophie	2010	ambiguous	21	4
Revue Internationale de Philosophie	2010	bekker	50	4
Revue Internationale de Philosophie	2010	stephanus	13	1
Revue Internationale de Philosophie	2011	ambiguous	7	4
Revue Internationale de Philosophie	2011	bekker	4	3
Revue Internationale de Philosophie	2011	stephanus	10	1
Revue Internationale de Philosophie	2012	ambiguous	4	2
Revue Internationale de Philosophie	2012	bekker	32	7
Revue Internationale de Philosophie	2012	stephanus	11	3
Revue Internationale de Philosophie	2013	bekker	5	3
Revue Internationale de Philosophie	2013	stephanus	1	1
Revue Internationale de Philosophie	2014	ambiguous	64	8
Revue Internationale de Philosophie	2014	bekker	85	9
Revue Internationale de Philosophie	2015	ambiguous	8	3
Revue Internationale de Philosophie	2015	bekker	6	3
Revue Internationale de Philosophie	2015	stephanus	10	5
Revue Internationale de Philosophie	2016	ambiguous	29	2
Revue Internationale de Philosophie	2016	bekker	85	13
Revue Internationale de Philosophie	2016	homer	1	1
Revue Internationale de Philosophie	2016	stephanus	1	1
Revue Internationale de Philosophie	2017	ambiguous	2	1
Revue Internationale de Philosophie	2017	bekker	24	3
Revue Internationale de Philosophie	2017	stephanus	2	1
Revue Internationale de Philosophie	2018	ambiguous	61	7
Revue Internationale de Philosophie	2018	bekker	236	9
Revue Internationale de Philosophie	2018	stephanus	35	5
Revue Internationale de Philosophie	2019	ambiguous	6	2
Revue Internationale de Philosophie	2019	bekker	13	2
Revue Internationale de Philosophie	2019	homer	1	1
Revue Internationale de Philosophie	2019	stephanus	11	6
Revue de Philosophie Ancienne	1983	ambiguous	70	8
Revue de Philosophie Ancienne	1983	bekker	252	5
Revue de Philosophie Ancienne	1983	stephanus	16	6
Revue de Philosophie Ancienne	1984	ambiguous	147	8
Revue de Philosophie Ancienne	1984	bekker	5	2
Revue de Philosophie Ancienne	1984	stephanus	134	4
Revue de Philosophie Ancienne	1985	ambiguous	114	9
Revue de Philosophie Ancienne	1985	bekker	23	3
Revue de Philosophie Ancienne	1985	stephanus	72	6
Revue de Philosophie Ancienne	1986	ambiguous	5	2
Revue de Philosophie Ancienne	1986	bekker	16	3
Revue de Philosophie Ancienne	1986	stephanus	13	4
Revue de Philosophie Ancienne	1987	ambiguous	85	7
Revue de Philosophie Ancienne	1987	bekker	32	3
Revue de Philosophie Ancienne	1987	stephanus	18	5
Revue de Philosophie Ancienne	1988	ambiguous	143	8
Revue de Philosophie Ancienne	1988	bekker	137	7
Revue de Philosophie Ancienne	1988	stephanus	37	5
Revue de Philosophie Ancienne	1989	ambiguous	93	11
Revue de Philosophie Ancienne	1989	bekker	36	4
Revue de Philosophie Ancienne	1989	stephanus	60	6
Revue de Philosophie Ancienne	1990	ambiguous	119	6
Revue de Philosophie Ancienne	1990	bekker	32	4
Revue de Philosophie Ancienne	1990	stephanus	46	4
Revue de Philosophie Ancienne	1991	ambiguous	139	7
Revue de Philosophie Ancienne	1991	bekker	5	1
Revue de Philosophie Ancienne	1991	stephanus	41	3
Revue de Philosophie Ancienne	1992	ambiguous	138	6
Revue de Philosophie Ancienne	1992	bekker	11	2
Revue de Philosophie Ancienne	1992	stephanus	179	7
Revue de Philosophie Ancienne	1993	ambiguous	303	8
Revue de Philosophie Ancienne	1993	bekker	8	4
Revue de Philosophie Ancienne	1993	homer	1	1
Revue de Philosophie Ancienne	1993	stephanus	352	10
Revue de Philosophie Ancienne	1994	ambiguous	164	7
Revue de Philosophie Ancienne	1994	bekker	1	1
Revue de Philosophie Ancienne	1994	stephanus	131	7
Revue de Philosophie Ancienne	1995	ambiguous	102	7
Revue de Philosophie Ancienne	1995	bekker	43	4
Revue de Philosophie Ancienne	1995	stephanus	138	9
Revue de Philosophie Ancienne	1996	ambiguous	53	5
Revue de Philosophie Ancienne	1996	bekker	110	4
Revue de Philosophie Ancienne	1996	stephanus	11	2
Revue de Philosophie Ancienne	1997	ambiguous	151	7
Revue de Philosophie Ancienne	1997	bekker	9	4
Revue de Philosophie Ancienne	1997	stephanus	120	7
Revue de Philosophie Ancienne	1998	ambiguous	110	4
Revue de Philosophie Ancienne	1998	bekker	3	2
Revue de Philosophie Ancienne	1998	homer	1	1
Revue de Philosophie Ancienne	1998	stephanus	136	4
Revue de Philosophie Ancienne	1999	ambiguous	169	7
Revue de Philosophie Ancienne	1999	bekker	14	3
Revue de Philosophie Ancienne	1999	stephanus	214	6
Revue de Philosophie Ancienne	2000	ambiguous	91	5
Revue de Philosophie Ancienne	2000	bekker	1	1
Revue de Philosophie Ancienne	2000	homer	3	1
Revue de Philosophie Ancienne	2000	stephanus	43	3
Revue de Philosophie Ancienne	2001	ambiguous	87	2
Revue de Philosophie Ancienne	2001	bekker	39	2
Revue de Philosophie Ancienne	2001	homer	1	1
Revue de Philosophie Ancienne	2001	stephanus	9	3
Revue de Philosophie Ancienne	2002	ambiguous	337	8
Revue de Philosophie Ancienne	2002	bekker	9	3
Revue de Philosophie Ancienne	2002	homer	1	1
Revue de Philosophie Ancienne	2002	stephanus	4	3
Revue de Philosophie Ancienne	2003	ambiguous	276	8
Revue de Philosophie Ancienne	2003	bekker	19	7
Revue de Philosophie Ancienne	2003	stephanus	258	8
Revue de Philosophie Ancienne	2004	ambiguous	202	8
Revue de Philosophie Ancienne	2004	bekker	187	5
Revue de Philosophie Ancienne	2004	stephanus	100	5
Revue de Philosophie Ancienne	2005	ambiguous	70	9
Revue de Philosophie Ancienne	2005	bekker	45	7
Revue de Philosophie Ancienne	2005	homer	1	1
Revue de Philosophie Ancienne	2005	stephanus	43	7
Revue de Philosophie Ancienne	2006	ambiguous	21	4
Revue de Philosophie Ancienne	2006	bekker	108	4
Revue de Philosophie Ancienne	2006	homer	7	4
Revue de Philosophie Ancienne	2006	pindar	1	1
Revue de Philosophie Ancienne	2006	stephanus	18	4
Revue de Philosophie Ancienne	2007	ambiguous	72	6
Revue de Philosophie Ancienne	2007	bekker	15	2
Revue de Philosophie Ancienne	2007	stephanus	77	4
Revue de Philosophie Ancienne	2008	ambiguous	102	8
Revue de Philosophie Ancienne	2008	bekker	22	4
Revue de Philosophie Ancienne	2008	homer	8	3
Revue de Philosophie Ancienne	2008	stephanus	56	7
Revue de Philosophie Ancienne	2009	ambiguous	168	5
Revue de Philosophie Ancienne	2009	bekker	11	3
Revue de Philosophie Ancienne	2009	homer	5	2
Revue de Philosophie Ancienne	2009	stephanus	101	5
Revue de Philosophie Ancienne	2010	ambiguous	94	4
Revue de Philosophie Ancienne	2010	bekker	4	2
Revue de Philosophie Ancienne	2010	stephanus	103	4
Revue de Philosophie Ancienne	2011	ambiguous	53	5
Revue de Philosophie Ancienne	2011	bekker	88	4
Revue de Philosophie Ancienne	2011	homer	6	1
Revue de Philosophie Ancienne	2011	stephanus	15	3
Revue de Philosophie Ancienne	2012	ambiguous	151	6
Revue de Philosophie Ancienne	2012	bekker	3	2
Revue de Philosophie Ancienne	2012	homer	5	1
Revue de Philosophie Ancienne	2012	stephanus	179	6
Revue de Philosophie Ancienne	2013	ambiguous	165	7
Revue de Philosophie Ancienne	2013	bekker	121	5
Revue de Philosophie Ancienne	2013	stephanus	72	5
Revue de Philosophie Ancienne	2014	ambiguous	396	7
Revue de Philosophie Ancienne	2014	bekker	58	3
Revue de Philosophie Ancienne	2014	homer	1	1
Revue de Philosophie Ancienne	2014	stephanus	207	4
Revue de Philosophie Ancienne	2015	ambiguous	285	8
Revue de Philosophie Ancienne	2015	bekker	64	4
Revue de Philosophie Ancienne	2015	stephanus	37	5
Revue de Philosophie Ancienne	2016	ambiguous	271	9
Revue de Philosophie Ancienne	2016	bekker	48	3
Revue de Philosophie Ancienne	2016	homer	1	1
Revue de Philosophie Ancienne	2016	stephanus	147	7
Revue de Philosophie Ancienne	2017	ambiguous	127	6
Revue de Philosophie Ancienne	2017	bekker	122	3
Revue de Philosophie Ancienne	2017	homer	4	1
Revue de Philosophie Ancienne	2017	stephanus	58	6
Revue de Philosophie Ancienne	2018	ambiguous	454	9
Revue de Philosophie Ancienne	2018	bekker	218	8
Revue de Philosophie Ancienne	2018	stephanus	257	6
Revue de Philosophie Ancienne	2019	ambiguous	163	5
Revue de Philosophie Ancienne	2019	bekker	8	2
Revue de Philosophie Ancienne	2019	stephanus	230	7
Revue de Philosophie Ancienne	2020	ambiguous	269	13
Revue de Philosophie Ancienne	2020	bekker	395	13
Revue de Philosophie Ancienne	2020	stephanus	54	10
Revue de Philosophie Ancienne	2021	ambiguous	55	8
Revue de Philosophie Ancienne	2021	bekker	36	5
Revue de Philosophie Ancienne	2021	stephanus	36	5
Revue de Philosophie Ancienne	2022	ambiguous	243	12
Revue de Philosophie Ancienne	2022	bekker	88	8
Revue de Philosophie Ancienne	2022	stephanus	210	9
Revue de Théologie et de Philosophie	1913	ambiguous	5	5
Revue de Théologie et de Philosophie	1913	stephanus	17	10
Revue de Théologie et de Philosophie	1914	ambiguous	7	6
Revue de Théologie et de Philosophie	1914	stephanus	36	9
Revue de Théologie et de Philosophie	1915	ambiguous	5	4
Revue de Théologie et de Philosophie	1915	stephanus	12	3
Revue de Théologie et de Philosophie	1916	ambiguous	2	2
Revue de Théologie et de Philosophie	1916	stephanus	10	10
Revue de Théologie et de Philosophie	1917	ambiguous	17	3
Revue de Théologie et de Philosophie	1917	stephanus	5	3
Revue de Théologie et de Philosophie	1918	ambiguous	9	7
Revue de Théologie et de Philosophie	1918	stephanus	6	3
Revue de Théologie et de Philosophie	1919	ambiguous	1	1
Revue de Théologie et de Philosophie	1919	stephanus	17	4
Revue de Théologie et de Philosophie	1920	ambiguous	2	2
Revue de Théologie et de Philosophie	1920	homer	1	1
Revue de Théologie et de Philosophie	1920	stephanus	4	2
Revue de Théologie et de Philosophie	1921	ambiguous	4	2
Revue de Théologie et de Philosophie	1921	stephanus	8	3
Revue de Théologie et de Philosophie	1922	ambiguous	6	4
Revue de Théologie et de Philosophie	1922	stephanus	4	3
Revue de Théologie et de Philosophie	1923	ambiguous	16	12
Revue de Théologie et de Philosophie	1923	stephanus	2	2
Revue de Théologie et de Philosophie	1924	stephanus	5	3
Revue de Théologie et de Philosophie	1925	stephanus	2	2
Revue de Théologie et de Philosophie	1926	stephanus	4	2
Revue de Théologie et de Philosophie	1927	stephanus	7	2
Revue de Théologie et de Philosophie	1928	stephanus	3	3
Revue de Théologie et de Philosophie	1929	ambiguous	6	1
Revue de Théologie et de Philosophie	1929	stephanus	3	3
Revue de Théologie et de Philosophie	1930	stephanus	6	4
Revue de Théologie et de Philosophie	1931	ambiguous	12	3
Revue de Théologie et de Philosophie	1931	bekker	1	1
Revue de Théologie et de Philosophie	1931	stephanus	6	4
Revue de Théologie et de Philosophie	1932	stephanus	2	2
Revue de Théologie et de Philosophie	1933	ambiguous	1	1
Revue de Théologie et de Philosophie	1933	stephanus	2	2
Revue de Théologie et de Philosophie	1934	homer	3	1
Revue de Théologie et de Philosophie	1934	stephanus	1	1
Revue de Théologie et de Philosophie	1935	ambiguous	2	2
Revue de Théologie et de Philosophie	1935	bekker	2	1
Revue de Théologie et de Philosophie	1935	stephanus	3	3
Revue de Théologie et de Philosophie	1937	ambiguous	1	1
Revue de Théologie et de Philosophie	1937	stephanus	7	5
Revue de Théologie et de Philosophie	1938	ambiguous	1	1
Revue de Théologie et de Philosophie	1939	ambiguous	2	2
Revue de Théologie et de Philosophie	1939	stephanus	1	1
Revue de Théologie et de Philosophie	1940	ambiguous	4	2
Revue de Théologie et de Philosophie	1940	stephanus	5	2
Revue de Théologie et de Philosophie	1941	stephanus	1	1
Revue de Théologie et de Philosophie	1942	ambiguous	3	1
Revue de Théologie et de Philosophie	1942	stephanus	1	1
Revue de Théologie et de Philosophie	1943	stephanus	4	3
Revue de Théologie et de Philosophie	1944	stephanus	2	1
Revue de Théologie et de Philosophie	1945	ambiguous	1	1
Revue de Théologie et de Philosophie	1945	stephanus	3	3
Revue de Théologie et de Philosophie	1946	stephanus	2	1
Revue de Théologie et de Philosophie	1948	homer	1	1
Revue de Théologie et de Philosophie	1948	stephanus	4	4
Revue de Théologie et de Philosophie	1949	stephanus	2	1
Revue de Théologie et de Philosophie	1950	ambiguous	1	1
Revue de Théologie et de Philosophie	1950	stephanus	1	1
Revue de Théologie et de Philosophie	1951	nt	10	5
Revue de Théologie et de Philosophie	1951	stephanus	2	2
Revue de Théologie et de Philosophie	1952	homer	1	1
Revue de Théologie et de Philosophie	1952	stephanus	4	3
Revue de Théologie et de Philosophie	1953	nt	4	2
Revue de Théologie et de Philosophie	1953	stephanus	6	3
Revue de Théologie et de Philosophie	1954	bekker	2	1
Revue de Théologie et de Philosophie	1954	homer	1	1
Revue de Théologie et de Philosophie	1954	stephanus	2	2
Revue de Théologie et de Philosophie	1955	ambiguous	5	1
Revue de Théologie et de Philosophie	1955	nt	1	1
Revue de Théologie et de Philosophie	1955	stephanus	5	4
Revue de Théologie et de Philosophie	1956	nt	1	1
Revue de Théologie et de Philosophie	1956	stephanus	6	4
Revue de Théologie et de Philosophie	1957	ambiguous	5	2
Revue de Théologie et de Philosophie	1957	nt	1	1
Revue de Théologie et de Philosophie	1957	stephanus	34	5
Revue de Théologie et de Philosophie	1958	ambiguous	2	2
Revue de Théologie et de Philosophie	1958	nt	3	2
Revue de Théologie et de Philosophie	1958	stephanus	3	2
Revue de Théologie et de Philosophie	1959	nt	4	3
Revue de Théologie et de Philosophie	1959	stephanus	6	4
Revue de Théologie et de Philosophie	1960	nt	1	1
Revue de Théologie et de Philosophie	1960	stephanus	10	4
Revue de Théologie et de Philosophie	1961	nt	5	3
Revue de Théologie et de Philosophie	1961	stephanus	6	6
Revue de Théologie et de Philosophie	1962	nt	1	1
Revue de Théologie et de Philosophie	1962	stephanus	5	5
Revue de Théologie et de Philosophie	1963	nt	1	1
Revue de Théologie et de Philosophie	1963	stephanus	2	2
Revue de Théologie et de Philosophie	1964	nt	3	3
Revue de Théologie et de Philosophie	1964	stephanus	4	3
Revue de Théologie et de Philosophie	1965	ambiguous	7	4
Revue de Théologie et de Philosophie	1965	nt	1	1
Revue de Théologie et de Philosophie	1965	stephanus	11	8
Revue de Théologie et de Philosophie	1966	ambiguous	6	1
Revue de Théologie et de Philosophie	1966	nt	3	3
Revue de Théologie et de Philosophie	1966	stephanus	4	4
Revue de Théologie et de Philosophie	1967	nt	5	4
Revue de Théologie et de Philosophie	1967	stephanus	5	4
Revue de Théologie et de Philosophie	1968	ambiguous	32	1
Revue de Théologie et de Philosophie	1968	nt	1	1
Revue de Théologie et de Philosophie	1968	stephanus	8	7
Revue de Théologie et de Philosophie	1969	bekker	1	1
Revue de Théologie et de Philosophie	1969	nt	6	2
Revue de Théologie et de Philosophie	1969	stephanus	3	3
Revue de Théologie et de Philosophie	1970	ambiguous	25	1
Revue de Théologie et de Philosophie	1970	nt	9	2
Revue de Théologie et de Philosophie	1970	stephanus	22	6
Revue de Théologie et de Philosophie	1971	nt	2	2
Revue de Théologie et de Philosophie	1971	stephanus	6	6
Revue de Théologie et de Philosophie	1972	ambiguous	40	1
Revue de Théologie et de Philosophie	1972	nt	8	4
Revue de Théologie et de Philosophie	1972	stephanus	12	9
Revue de Théologie et de Philosophie	1973	ambiguous	19	3
Revue de Théologie et de Philosophie	1973	nt	3	3
Revue de Théologie et de Philosophie	1973	stephanus	10	9
Revue de Théologie et de Philosophie	1974	ambiguous	3	2
Revue de Théologie et de Philosophie	1974	bekker	1	1
Revue de Théologie et de Philosophie	1974	nt	3	3
Revue de Théologie et de Philosophie	1974	stephanus	7	4
Revue de Théologie et de Philosophie	1975	bekker	1	1
Revue de Théologie et de Philosophie	1975	stephanus	10	6
Revue de Théologie et de Philosophie	1976	ambiguous	2	1
Revue de Théologie et de Philosophie	1976	bekker	5	1
Revue de Théologie et de Philosophie	1976	stephanus	7	6
Revue de Théologie et de Philosophie	1977	ambiguous	12	6
Revue de Théologie et de Philosophie	1977	stephanus	6	5
Revue de Théologie et de Philosophie	1978	ambiguous	22	7
Revue de Théologie et de Philosophie	1978	stephanus	20	10
Revue de Théologie et de Philosophie	1979	ambiguous	11	5
Revue de Théologie et de Philosophie	1979	bekker	11	1
Revue de Théologie et de Philosophie	1979	stephanus	10	7
Revue de Théologie et de Philosophie	1980	ambiguous	24	6
Revue de Théologie et de Philosophie	1980	stephanus	20	11
Revue de Théologie et de Philosophie	1981	ambiguous	10	3
Revue de Théologie et de Philosophie	1981	stephanus	10	8
Revue de Théologie et de Philosophie	1982	ambiguous	27	7
Revue de Théologie et de Philosophie	1982	bekker	1	1
Revue de Théologie et de Philosophie	1982	stephanus	19	9
Revue de Théologie et de Philosophie	1983	ambiguous	78	6
Revue de Théologie et de Philosophie	1983	bekker	10	1
Revue de Théologie et de Philosophie	1983	stephanus	92	14
Revue de Théologie et de Philosophie	1984	ambiguous	7	3
Revue de Théologie et de Philosophie	1984	bekker	5	2
Revue de Théologie et de Philosophie	1984	stephanus	51	10
Revue de Théologie et de Philosophie	1985	ambiguous	5	5
Revue de Théologie et de Philosophie	1985	bekker	1	1
Revue de Théologie et de Philosophie	1985	stephanus	8	6
Revue de Théologie et de Philosophie	1986	ambiguous	46	5
Revue de Théologie et de Philosophie	1986	bekker	4	2
Revue de Théologie et de Philosophie	1986	stephanus	20	15
Revue de Théologie et de Philosophie	1987	ambiguous	13	9
Revue de Théologie et de Philosophie	1987	bekker	8	2
Revue de Théologie et de Philosophie	1987	nt	1	1
Revue de Théologie et de Philosophie	1987	stephanus	19	14
Revue de Théologie et de Philosophie	1988	ambiguous	6	2
Revue de Théologie et de Philosophie	1988	stephanus	13	9
Revue de Théologie et de Philosophie	1989	ambiguous	6	2
Revue de Théologie et de Philosophie	1989	bekker	1	1
Revue de Théologie et de Philosophie	1989	stephanus	14	9
Revue de Théologie et de Philosophie	1990	ambiguous	79	12
Revue de Théologie et de Philosophie	1990	bekker	20	2
Revue de Théologie et de Philosophie	1990	homer	5	1
Revue de Théologie et de Philosophie	1990	stephanus	27	10
Revue de Théologie et de Philosophie	1991	ambiguous	16	7
Revue de Théologie et de Philosophie	1991	bekker	4	1
Revue de Théologie et de Philosophie	1991	stephanus	9	6
Revue de Théologie et de Philosophie	1992	ambiguous	1	1
Revue de Théologie et de Philosophie	1992	bekker	23	3
Revue de Théologie et de Philosophie	1992	homer	3	1
Revue de Théologie et de Philosophie	1992	stephanus	3	2
Revue de Théologie et de Philosophie	1993	ambiguous	16	7
Revue de Théologie et de Philosophie	1993	bekker	5	2
Revue de Théologie et de Philosophie	1993	stephanus	10	9
Revue de Théologie et de Philosophie	1994	ambiguous	19	8
